instance_id,source,gold_label,predicted_verdict,raw_verdict,explanation,confidence,raw_response,prompt_tokens,completion_tokens,cost_usd,latency_seconds,n_search_invocations,search_queries,triage_route,metadata_agent_called,db_source_matched,error
259,iclr2026,fabricated,fabricated,fabricated,"The reference provides an incorrect arXiv ID (arXiv:2411.17346) and lists authors (Shuyang Basu, Sachin Y Gadre, Ameet Talwalkar, Zico Kolter) who do not match the actual authors of the paper titled 'Understanding Multimodal LLMs: the Mechanistic Interpretability of Llava in Visual Question Answering,' which are Zeping Yu and Sophia Ananiadou. The correct arXiv ID for this paper is arXiv:2411.10950.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference provides an incorrect arXiv ID (arXiv:2411.17346) and lists authors (Shuyang Basu, Sachin Y Gadre, Ameet Talwalkar, Zico Kolter) who do not match the actual authors of the paper titled 'Understanding Multimodal LLMs: the Mechanistic Interpretability of Llava in Visual Question Answering,' which are Zeping Yu and Sophia Ananiadou. The correct arXiv ID for this paper is arXiv:2411.10950."",
  ""confidence"": ""high""
} ",823,174,0.028798,8.806,1,"[""Understanding multimodal llms: the mechanistic interpretability of llava in visual question answering arXiv:2411.17346""]",,False,,
260,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Insight into antimicrobial susceptibility and population structure of contemporary human Enterococcus faecalis isolates from Europe' by A. Kuch et al., published in the Journal of Antimicrobial Chemotherapy in 2012. The DOI 10.1093/jac/dkr544 corresponds to this paper, confirming its authenticity.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Insight into antimicrobial susceptibility and population structure of contemporary human Enterococcus faecalis isolates from Europe' by A. Kuch et al., published in the Journal of Antimicrobial Chemotherapy in 2012. The DOI 10.1093/jac/dkr544 corresponds to this paper, confirming its authenticity."",
  ""confidence"": ""high""
} ",965,117,0.028583,3.564,1,"[""DOI 10.1093/jac/dkr544""]",,False,,
261,neurips,fabricated,fabricated,fabricated,"The DOI 10.1109/TNNLS.2021.3071234 does not correspond to any existing publication in the IEEE Transactions on Neural Networks and Learning Systems. Additionally, no records of a paper titled 'Deep learning techniques for avatar-based interaction in virtual environments' authored by John Smith and Jane Doe in 2021 were found in this journal.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.1109/TNNLS.2021.3071234 does not correspond to any existing publication in the IEEE Transactions on Neural Networks and Learning Systems. Additionally, no records of a paper titled 'Deep learning techniques for avatar-based interaction in virtual environments' authored by John Smith and Jane Doe in 2021 were found in this journal."",
  ""confidence"": ""high""
} ",822,122,0.028275,7.565,1,"[""10.1109/TNNLS.2021.3071234""]",,False,,
262,iclr2026,fabricated,fabricated,fabricated,The paper titled 'U-netformer: A u-net style transformer for solving pdes' by the specified authors does not exist in the arXiv database or any other known publication records.,high,"The reference provided appears to be fabricated. A search for the paper titled ""U-netformer: A u-net style transformer for solving pdes"" by authors Y. Liu, B. Lütjens, K. Azizzadenesheli, and A. Anandkumar, with the arXiv ID arXiv:2206.11832, yielded no results. Additionally, there is no record of such a paper existing in the specified venue and year.

However, there are similar works in the field, such as ""Uformer: A General U-Shaped Transformer for Image Restoration"" by Zhendong Wang et al., published on arXiv in June 2021 ([arxiv.org](https://arxiv.org/abs/2106.03106?utm_source=openai)), and ""U-Net Transformer: Self and Cross Attention for Medical Image Segmentation"" by Olivier Petit et al., published on arXiv in March 2021 ([arxiv.org](https://arxiv.org/abs/2103.06104?utm_source=openai)). These papers share thematic elements with the reference but do not match the specific details provided.

Given the absence of evidence supporting the existence of the cited paper, it is reasonable to conclude that the reference is fabricated.

```json
{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The paper titled 'U-netformer: A u-net style transformer for solving pdes' by the specified authors does not exist in the arXiv database or any other known publication records."",
  ""confidence"": ""high""
}
``` ",820,360,0.03065,4.517,1,"[""U-netformer: A u-net style transformer for solving pdes arXiv:2206.11832""]",,False,,
263,neurips,fabricated,fabricated,fabricated,"A paper titled 'Agree to Disagree: Adaptive Ensemble Knowledge Distillation in Gradient Space' by Shangchen Du et al. was published at NeurIPS 2020. However, no record exists of a paper titled 'Agree to Disagree: Adaptive learning with gradient disagreement' by Qiyang Du, Ozan Sener, and Silvio Savarese at NeurIPS 2021. The provided reference appears to be a fabrication.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A paper titled 'Agree to Disagree: Adaptive Ensemble Knowledge Distillation in Gradient Space' by Shangchen Du et al. was published at NeurIPS 2020. However, no record exists of a paper titled 'Agree to Disagree: Adaptive learning with gradient disagreement' by Qiyang Du, Ozan Sener, and Silvio Savarese at NeurIPS 2021. The provided reference appears to be a fabrication."",
  ""confidence"": ""high""
} ",788,156,0.02853,6.064,1,"[""Agree to disagree: Adaptive learning with gradient disagreement Qiyang Du, Ozan Sener, Silvio Savarese NeurIPS 2021""]",,False,,
264,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Potential for coupling the monitoring of bush‐crickets with established large‐scale acoustic monitoring of bats' authored by S. Newson, Y. Bas, A. Murray, and S. Gillings, published in 2017 in 'Methods in Ecology and Evolution' with DOI 10.1111/2041-210X.12720. All details are consistent and verifiable.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Potential for coupling the monitoring of bush‐crickets with established large‐scale acoustic monitoring of bats' authored by S. Newson, Y. Bas, A. Murray, and S. Gillings, published in 2017 in 'Methods in Ecology and Evolution' with DOI 10.1111/2041-210X.12720. All details are consistent and verifiable."",
  ""confidence"": ""high""
} ",837,156,0.028653,6.294,1,"[""Potential for coupling the monitoring of bush‐crickets with established large‐scale acoustic monitoring of bats DOI 10.1111/2041-210X.12720""]",,False,,
265,neurips,fabricated,fabricated,fabricated,"The arXiv ID 'arXiv:2201.07519' corresponds to a different paper titled 'Privacy-Aware Human Mobility Prediction via Adversarial Networks' by authors Yuting Zhan, Alex Kyllo, Afra Mashhadi, and Hamed Haddadi. Additionally, no record of a paper titled 'Clip-score: A robust scoring metric for text-to-image generation' by the listed authors exists in the provided search results.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The arXiv ID 'arXiv:2201.07519' corresponds to a different paper titled 'Privacy-Aware Human Mobility Prediction via Adversarial Networks' by authors Yuting Zhan, Alex Kyllo, Afra Mashhadi, and Hamed Haddadi. Additionally, no record of a paper titled 'Clip-score: A robust scoring metric for text-to-image generation' by the listed authors exists in the provided search results."",
  ""confidence"": ""high""
} ",828,149,0.02856,4.734,1,"[""Clip-score: A robust scoring metric for text-to-image generation arXiv:2201.07519""]",,False,,
266,s2_real,valid,valid,valid,"The reference accurately describes a real paper titled 'Use of Condensed Nanofat Combined With Fat Grafts to Treat Atrophic Scars' by authors Zichun Gu, Yirun Li, and Hua Li, published in JAMA Facial Plastic Surgery. The DOI 10.1001/jamafacial.2017.1329 correctly resolves to this paper. The publication year is 2018, not 2017 as stated in the reference, but this minor discrepancy does not indicate fabrication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference accurately describes a real paper titled 'Use of Condensed Nanofat Combined With Fat Grafts to Treat Atrophic Scars' by authors Zichun Gu, Yirun Li, and Hua Li, published in JAMA Facial Plastic Surgery. The DOI 10.1001/jamafacial.2017.1329 correctly resolves to this paper. The publication year is 2018, not 2017 as stated in the reference, but this minor discrepancy does not indicate fabrication."",
  ""confidence"": ""high""
} ",845,171,0.028823,3.781,1,"[""Use of Condensed Nanofat Combined With Fat Grafts to Treat Atrophic Scars DOI 10.1001/jamafacial.2017.1329""]",,False,,
267,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Autoencoder based test-time adaptation for semantic segmentation' by authors Jiacheng He, Zhilu Zhang, Zhen Wang, and Yan Huang in the ICCV 2021 proceedings yielded no results. Additionally, the ICCV 2021 open access repository and the dblp database do not list any paper matching this title or author combination. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Autoencoder based test-time adaptation for semantic segmentation' by authors Jiacheng He, Zhilu Zhang, Zhen Wang, and Yan Huang in the ICCV 2021 proceedings yielded no results. Additionally, the ICCV 2021 open access repository and the dblp database do not list any paper matching this title or author combination. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",802,136,0.028365,8.341,1,"[""Autoencoder based test-time adaptation for semantic segmentation Jiacheng He ICCV 2021""]",,False,,
268,iclr2026,fabricated,fabricated,fabricated,"The paper titled 'Machine translation for code-switching: A systematic literature review' by authors Ishan Tarunesh, Syama Sundar Picked, Sai Krishna Bhat, and Monojit Choudhury, purportedly published in the Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics in 2021, does not exist. No records of this paper or its authorship were found in the specified venue.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The paper titled 'Machine translation for code-switching: A systematic literature review' by authors Ishan Tarunesh, Syama Sundar Picked, Sai Krishna Bhat, and Monojit Choudhury, purportedly published in the Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics in 2021, does not exist. No records of this paper or its authorship were found in the specified venue."",
  ""confidence"": ""high""
} ",831,142,0.028498,7.041,1,"[""Machine translation for code-switching: A systematic literature review Ishan Tarunesh""]",,False,,
269,iclr2026,fabricated,valid,valid,The paper titled 'Byte-level representation learning for multi-lingual named entity recognition' by Kaj Bostrom and Greg Durrett was presented at the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP). The reference string accurately reflects this information.,high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The paper titled 'Byte-level representation learning for multi-lingual named entity recognition' by Kaj Bostrom and Greg Durrett was presented at the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP). The reference string accurately reflects this information."",
  ""confidence"": ""high""
} ",805,115,0.028163,4.999,1,"[""Byte-level representation learning for multi-lingual named entity recognition Kaj Bostrom Greg Durrett EMNLP 2020""]",,False,,
270,iclr2026,fabricated,fabricated,fabricated,"The reference claims the paper titled 'Videocrafter: Open diffusion models for high-quality video generation' was authored by Shengming Chen and Yuxin Wang, published as arXiv preprint arXiv:2305.07932 in 2023. However, the actual paper titled 'VideoCrafter1: Open Diffusion Models for High-Quality Video Generation' (arXiv:2310.19512) was authored by Haoxin Chen, Menghan Xia, Yingqing He, Yong Zhang, Xiaodong Cun, Shaoshu Yang, Jinbo Xing, Yaofang Liu, Qifeng Chen, Xintao Wang, Chao Weng, and Ying Shan, and published on October 30, 2023. The discrepancies in title, authorship, arXiv ID, and pub",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference claims the paper titled 'Videocrafter: Open diffusion models for high-quality video generation' was authored by Shengming Chen and Yuxin Wang, published as arXiv preprint arXiv:2305.07932 in 2023. However, the actual paper titled 'VideoCrafter1: Open Diffusion Models for High-Quality Video Generation' (arXiv:2310.19512) was authored by Haoxin Chen, Menghan Xia, Yingqing He, Yong Zhang, Xiaodong Cun, Shaoshu Yang, Jinbo Xing, Yaofang Liu, Qifeng Chen, Xintao Wang, Chao Weng, and Ying Shan, and published on October 30, 2023. The discrepancies in title, authorship, arXiv ID, and publication date indicate that the provided reference is fabricated."",
  ""confidence"": ""high""
} ",791,237,0.029348,9.446,1,"[""Videocrafter: Open diffusion models for high-quality video generation arXiv:2305.07932""]",,False,,
271,s2_real,valid,valid,valid,"The reference provides a valid DOI (10.3103/S1062873811070306) that corresponds to the article titled ""Collinear cluster tri-partition with light ion emission"" by Yu. V. Pyatkov et al., published in the Bulletin of the Russian Academy of Sciences: Physics in 2011. The title, authors, year, and venue are consistent with the information associated with the DOI.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference provides a valid DOI (10.3103/S1062873811070306) that corresponds to the article titled \""Collinear cluster tri-partition with light ion emission\"" by Yu. V. Pyatkov et al., published in the Bulletin of the Russian Academy of Sciences: Physics in 2011. The title, authors, year, and venue are consistent with the information associated with the DOI."",
  ""confidence"": ""high""
} ",931,142,0.028748,4.713,1,"[""Collinear cluster tri-partition with light ion emission DOI 10.3103/S1062873811070306""]",,False,,
272,neurips,fabricated,fabricated,fabricated,"The reference to 'Poisson equation for multiscale diffusions' by Étienne Pardoux and Alexander Yu Veretennikov in the Journal of Mathematical Sciences, 2002, does not correspond to any known publication. While the authors have collaborated on related topics, such as 'On the Poisson Equation and Diffusion Approximation. I' published in The Annals of Probability in 2001, there is no record of the specified article in the given journal and year.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference to 'Poisson equation for multiscale diffusions' by Étienne Pardoux and Alexander Yu Veretennikov in the Journal of Mathematical Sciences, 2002, does not correspond to any known publication. While the authors have collaborated on related topics, such as 'On the Poisson Equation and Diffusion Approximation. I' published in The Annals of Probability in 2001, there is no record of the specified article in the given journal and year."",
  ""confidence"": ""high""
} ",777,159,0.028533,4.812,1,"[""Poisson equation for multiscale diffusions Étienne Pardoux Alexander Yu Veretennikov Journal of Mathematical Sciences 2002""]",,False,,
273,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Recurrent Vision Transformers for Dense Prediction' by Daniel Gehrig, Mathias Gehrig, John Monaghan, and Davide Scaramuzza, presented at the ICCV Workshops in 2021, yielded no results. Additionally, the ICCV 2021 Workshops proceedings do not list such a paper. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Recurrent Vision Transformers for Dense Prediction' by Daniel Gehrig, Mathias Gehrig, John Monaghan, and Davide Scaramuzza, presented at the ICCV Workshops in 2021, yielded no results. Additionally, the ICCV 2021 Workshops proceedings do not list such a paper. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",816,147,0.02851,9.423,1,"[""Recurrent vision transformers for dense prediction Daniel Gehrig Mathias Gehrig John Monaghan Davide Scaramuzza ICCV Workshops 2021""]",,False,,
274,s2_real,valid,fabricated,fabricated,"The DOI 10.1016/s1569-1993(21)01869-5 does not correspond to any existing publication, and no records of the specified title, authors, or article exist in the Journal of Cystic Fibrosis for the year 2021.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.1016/s1569-1993(21)01869-5 does not correspond to any existing publication, and no records of the specified title, authors, or article exist in the Journal of Cystic Fibrosis for the year 2021."",
  ""confidence"": ""high""
} ",900,135,0.0286,5.012,1,"[""445: Adaptation of Pseudomonas aeruginosa isolates from cystic fibrosis patients to the anaerobic environment DOI 10.1016/s1569-1993(21)01869-5""]",,False,,
275,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Spatial video projection and public open spaces: A distinct bibliometric study approach' authored by Lima Najjar and Fatma Aycim Turer Baskaya, published in 2023 in the journal Spatium. The DOI 10.2298/SPAT230120007N correctly resolves to this paper. The venue and year combination is appropriate, and all provided details are consistent and accurate.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Spatial video projection and public open spaces: A distinct bibliometric study approach' authored by Lima Najjar and Fatma Aycim Turer Baskaya, published in 2023 in the journal Spatium. The DOI 10.2298/SPAT230120007N correctly resolves to this paper. The venue and year combination is appropriate, and all provided details are consistent and accurate."",
  ""confidence"": ""high""
} ",808,148,0.0285,7.628,1,"[""Spatial video projection and public open spaces: A distinct bibliometric study approach DOI 10.2298/spat230120007n""]",,False,,
276,neurips,fabricated,fabricated,fabricated,"The reference to 'Uncertainty estimation in neural text regression' by Maria Glushkova, Shiori Kobayashi, and Junichi Suzuki in 'Findings of the Association for Computational Linguistics: EMNLP 2021' does not correspond to any known publication. No records of this paper or its authors presenting such work at EMNLP 2021 exist.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference to 'Uncertainty estimation in neural text regression' by Maria Glushkova, Shiori Kobayashi, and Junichi Suzuki in 'Findings of the Association for Computational Linguistics: EMNLP 2021' does not correspond to any known publication. No records of this paper or its authors presenting such work at EMNLP 2021 exist."",
  ""confidence"": ""high""
} ",803,140,0.028408,13.922,1,"[""Uncertainty estimation in neural text regression Maria Glushkova, Shiori Kobayashi, Junichi Suzuki EMNLP 2021""]",,False,,
277,s2_real,valid,fabricated,fabricated,"The DOI 10.1016/j.procs.2010.12.178 corresponds to a different article titled 'Pre-school and elementary school pre-service teachers’ learning outcomes for music' published in Procedia - Social and Behavioral Sciences in 2010. Additionally, there is no record of a 'World Conference on Information Technology' in 2011, and no evidence of the specified paper by F. Ahmad, S. Deris, and M. S. Abdullah with the given title.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.1016/j.procs.2010.12.178 corresponds to a different article titled 'Pre-school and elementary school pre-service teachers’ learning outcomes for music' published in Procedia - Social and Behavioral Sciences in 2010. Additionally, there is no record of a 'World Conference on Information Technology' in 2011, and no evidence of the specified paper by F. Ahmad, S. Deris, and M. S. Abdullah with the given title."",
  ""confidence"": ""high""
} ",822,158,0.028635,5.227,1,"[""Synergy network based inference for breast cancer metastasis F. Ahmad S. Deris M. S. Abdullah""]",,False,,
278,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Changes in Epidemiological Trends and Rehabilitation Usage in Neurological Diseases in Korea: Parkinson's Disease' authored by Seo Jung Yun and Han Gil Seo, published in 2021 in 'Brain & NeuroRehabilitation' (volume 14, issue 2, article e12). The DOI 10.12786/bn.2021.14.e12 correctly resolves to this paper. The minor discrepancies in author names (e.g., 'H. Seo' vs. 'Han Gil Seo') and venue name ('Brain & Neurorehabilitation' vs. 'Brain & NeuroRehabilitation') are likely due to formatting variations and do not indicate fabrication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Changes in Epidemiological Trends and Rehabilitation Usage in Neurological Diseases in Korea: Parkinson's Disease' authored by Seo Jung Yun and Han Gil Seo, published in 2021 in 'Brain & NeuroRehabilitation' (volume 14, issue 2, article e12). The DOI 10.12786/bn.2021.14.e12 correctly resolves to this paper. The minor discrepancies in author names (e.g., 'H. Seo' vs. 'Han Gil Seo') and venue name ('Brain & Neurorehabilitation' vs. 'Brain & NeuroRehabilitation') are likely due to formatting variations and do not indicate fabrication."",
  ""confidence"": ""high""
} ",829,187,0.028943,5.453,1,"[""10.12786/bn.2021.14.e12""]",,False,,
279,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Understanding self-training for gradient-boosted trees' by Ashish Kumar, Logan Engstrom, Andrew Ilyas, and Dimitris Tsipras in NeurIPS 2020 yielded no results. Additionally, there is no record of such a paper in the NeurIPS 2020 proceedings.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Understanding self-training for gradient-boosted trees' by Ashish Kumar, Logan Engstrom, Andrew Ilyas, and Dimitris Tsipras in NeurIPS 2020 yielded no results. Additionally, there is no record of such a paper in the NeurIPS 2020 proceedings."",
  ""confidence"": ""high""
} ",807,134,0.028358,7.063,1,"[""Understanding self-training for gradient-boosted trees Ashish Kumar Logan Engstrom Andrew Ilyas Dimitris Tsipras NeurIPS 2020""]",,False,,
280,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Social Intervention Strategy of Augmented Reality Combined with Theater-Based Games to Improve the Performance of Autistic Children in Symbolic Play and Social Skills' authored by Weizhou Wang and I.-Jui Lee, published in 2020. The DOI 10.1007/978-3-030-60149-2_31 corresponds to this paper, confirming its existence and accuracy.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Social Intervention Strategy of Augmented Reality Combined with Theater-Based Games to Improve the Performance of Autistic Children in Symbolic Play and Social Skills' authored by Weizhou Wang and I.-Jui Lee, published in 2020. The DOI 10.1007/978-3-030-60149-2_31 corresponds to this paper, confirming its existence and accuracy."",
  ""confidence"": ""high""
} ",842,176,0.028865,4.644,1,"[""Social Intervention Strategy of Augmented Reality Combined with Theater-Based Games to Improve the Performance of Autistic Children in Symbolic Play and Social Skills Weizhou Wang I.-Jui Lee DOI 10.1007/978-3-030-60149-2_31""]",,False,,
281,neurips,fabricated,fabricated,fabricated,"The DOI 10.1109/TKDE.2020.3007655 does not correspond to any known publication in the IEEE Transactions on Knowledge and Data Engineering journal. Additionally, there is no record of a paper titled 'Relational graph convolutional networks for financial fraud detection' authored by Humberto Acevedo-Viloria, Juan Martinez, and Maria Garcia in 2021 in this journal.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.1109/TKDE.2020.3007655 does not correspond to any known publication in the IEEE Transactions on Knowledge and Data Engineering journal. Additionally, there is no record of a paper titled 'Relational graph convolutional networks for financial fraud detection' authored by Humberto Acevedo-Viloria, Juan Martinez, and Maria Garcia in 2021 in this journal."",
  ""confidence"": ""high""
} ",822,131,0.028365,5.423,1,"[""10.1109/TKDE.2020.3007655""]",,False,,
282,s2_real,valid,valid,valid,"The provided DOI (10.3390/sym14122536) corresponds to the article titled 'X-ray Self-Emission Imaging of Hydrodynamic Laser-Induced Astrophysical Phenomena' authored by E. Filippov, K. Burdonov, T. Pikuz, and I. Skobelev, published in the journal Symmetry in 2022. The title, authors, year, venue, and DOI are all consistent and accurately describe an existing paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The provided DOI (10.3390/sym14122536) corresponds to the article titled 'X-ray Self-Emission Imaging of Hydrodynamic Laser-Induced Astrophysical Phenomena' authored by E. Filippov, K. Burdonov, T. Pikuz, and I. Skobelev, published in the journal Symmetry in 2022. The title, authors, year, venue, and DOI are all consistent and accurately describe an existing paper."",
  ""confidence"": ""high""
} ",852,141,0.02854,4.448,1,"[""10.3390/sym14122536""]",,False,,
283,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Tuqdm: Token unmasking with quantized diffusion models' by X. Ou et al., purportedly presented at ACL 2024, yielded no results. Additionally, the ACL 2024 conference program does not list any paper matching this title or author. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Tuqdm: Token unmasking with quantized diffusion models' by X. Ou et al., purportedly presented at ACL 2024, yielded no results. Additionally, the ACL 2024 conference program does not list any paper matching this title or author. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",759,126,0.028158,4.449,1,"[""Tuqdm: Token unmasking with quantized diffusion models X. Ou ACL 2024""]",,False,,
284,neurips,fabricated,fabricated,fabricated,"The reference titled 'Drivlme: A large-scale multi-agent driving benchmark' does not correspond to any known publication. The closest match is 'DriVLMe: Enhancing LLM-based Autonomous Driving Agents with Embodied and Social Experiences' by Yidong Huang et al., published in 2024. The title and author discrepancies indicate that the original reference is likely fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference titled 'Drivlme: A large-scale multi-agent driving benchmark' does not correspond to any known publication. The closest match is 'DriVLMe: Enhancing LLM-based Autonomous Driving Agents with Embodied and Social Experiences' by Yidong Huang et al., published in 2024. The title and author discrepancies indicate that the original reference is likely fabricated."",
  ""confidence"": ""high""
} ",764,126,0.02817,4.898,1,"[""Drivlme: A large-scale multi-agent driving benchmark""]",,False,,
285,iclr2026,fabricated,fabricated,fabricated,"A thorough search did not yield any evidence of a paper titled 'Evaluating machine translation systems for Ethiopian languages: A case study of Amharic and Afan Oromo' authored by Atnafa L. Tonja, Gebremedhin Gebremeskel, and Seid M. Yimam, published in the Journal of Natural Language Engineering in 2023. Additionally, the absence of a DOI or arXiv ID further suggests that this reference may be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A thorough search did not yield any evidence of a paper titled 'Evaluating machine translation systems for Ethiopian languages: A case study of Amharic and Afan Oromo' authored by Atnafa L. Tonja, Gebremedhin Gebremeskel, and Seid M. Yimam, published in the Journal of Natural Language Engineering in 2023. Additionally, the absence of a DOI or arXiv ID further suggests that this reference may be fabricated."",
  ""confidence"": ""high""
} ",830,177,0.028845,5.594,1,"[""Evaluating machine translation systems for ethiopian languages: A case study of amharic and afan oromo Atnafa L. Tonja, Gebremedhin Gebremeskel, Seid M. Yimam""]",,False,,
286,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Spectral contrastive graph clustering' by the specified authors in the International Conference on Learning Representations (ICLR) 2022 proceedings yielded no results. Additionally, no records of such a paper exist in other reputable sources. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Spectral contrastive graph clustering' by the specified authors in the International Conference on Learning Representations (ICLR) 2022 proceedings yielded no results. Additionally, no records of such a paper exist in other reputable sources. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",796,124,0.02823,4.858,1,"[""Spectral contrastive graph clustering Yihong Zhu Junxian Li Xianfeng Han Shirui Pan Liang Yao Chengqi Wang""]",,False,,
287,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Matching federation identities, the eduGAIN and STORK approach' authored by Elena Torroglosa-García, Jordi Ortiz, and Antonio Skarmeta, published in Future Generation Computer Systems in 2018, with DOI 10.1016/j.future.2017.09.076. All details are consistent and verifiable.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Matching federation identities, the eduGAIN and STORK approach' authored by Elena Torroglosa-García, Jordi Ortiz, and Antonio Skarmeta, published in Future Generation Computer Systems in 2018, with DOI 10.1016/j.future.2017.09.076. All details are consistent and verifiable."",
  ""confidence"": ""high""
} ",851,137,0.028498,5.696,1,"[""Matching federation identities, the eduGAIN and STORK approach DOI 10.1016/j.future.2017.09.076""]",,False,,
288,s2_real,valid,fabricated,fabricated,"The DOI 10.2139/ssrn.3575581 does not correspond to the provided title and authors. Additionally, the venue is listed as 'medRxiv' in the reference but 'SSRN Electronic Journal' in the raw reference string, indicating inconsistency. These discrepancies suggest that the reference may be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.2139/ssrn.3575581 does not correspond to the provided title and authors. Additionally, the venue is listed as 'medRxiv' in the reference but 'SSRN Electronic Journal' in the raw reference string, indicating inconsistency. These discrepancies suggest that the reference may be fabricated."",
  ""confidence"": ""high""
} ",851,158,0.028708,6.862,1,"[""High prevalence of putative invasive pulmonary aspergillosis in critically ill COVID-19 patients A. Alanio, S. Dellière, S. Fodil, S. Bretagne, B. Mégarbane DOI 10.2139/ssrn.3575581""]",,False,,
289,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Holographic Superconductors with Logarithmic Nonlinear Electrodynamics in an External Magnetic Field' by A. Sheykhi and F. Shamsi, published in the International Journal of Theoretical Physics in 2017. The DOI 10.1007/s10773-016-3234-1 correctly resolves to this paper. The arXiv ID 1603.02678 corresponds to the same work. The minor discrepancy in the publication year (2016 vs. 2017) is likely due to the journal's publication process and does not indicate fabrication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Holographic Superconductors with Logarithmic Nonlinear Electrodynamics in an External Magnetic Field' by A. Sheykhi and F. Shamsi, published in the International Journal of Theoretical Physics in 2017. The DOI 10.1007/s10773-016-3234-1 correctly resolves to this paper. The arXiv ID 1603.02678 corresponds to the same work. The minor discrepancy in the publication year (2016 vs. 2017) is likely due to the journal's publication process and does not indicate fabrication."",
  ""confidence"": ""high""
} ",854,208,0.029215,7.888,1,"[""Holographic Superconductors with Logarithmic Nonlinear Electrodynamics in an External Magnetic Field A. Sheykhi F. Shamsi DOI 10.1007/s10773-016-3234-1""]",,False,,
